#ID U-ID KIER PLEC TRYB RODZAJ
103,21447,41,f,6,6
104,4703,3,f,2,3
105,21430,48,f,6,6
106,21448,41,f,6,6
107,19794,4,f,2,2
108,3793,1,f,1,1
109,5159,8,f,2,4
110,2338,21,m,2,3
111,20224,9,f,3,4
112,2367,21,m,2,3
113,19656,2,f,2,4
114,3776,1,m,1,1
115,19190,7,f,2,3
116,16609,13,f,3,2
117,19838,8,f,2,2
118,19599,26,m,1,1
119,6425,10,f,3,4
120,15367,26,m,1,1
121,7312,11,f,2,4
122,19721,3,f,2,3
123,9273,13,f,3,2
124,14892,23,f,1,1
125,19600,26,f,1,1
126,8660,11,f,2,2
127,6438,10,f,3,4
128,5179,8,f,3,4
129,7314,10,f,2,4
130,1973,21,f,3,3
131,19476,21,m,2,3
132,3830,1,f,1,1
133,4586,3,f,2,3
134,20631,26,f,1,1
135,19447,21,m,2,3
136,2967,21,f,2,3
137,15158,26,f,1,1
138,4584,3,f,2,3
139,1546,14,f,3,4
140,4795,4,f,3,2
141,10121,7,f,2,3
142,20355,9,f,3,2
143,3772,1,m,1,1
144,9011,10,f,2,2
145,367,7,f,3,3
146,19700,2,f,2,2
147,9309,13,f,3,2
148,16401,11,f,3,2
149,14646,23,f,1,1
150,8864,12,m,3,2
151,6813,10,f,3,2
152,13881,13,f,3,2
153,19933,10,f,2,2
154,242,22,f,2,3
155,19782,34,f,2,2
156,6075,9,m,2,4
157,19796,4,f,2,2
158,6791,33,f,3,2
159,13008,10,f,2,2
160,3101,21,f,2,3
161,8442,11,f,2,4
162,6105,9,f,2,2
163,16075,33,f,3,2
164,6033,9,f,2,2
165,7533,10,f,2,2
166,6860,33,f,3,2
167,6036,9,f,2,2
168,19819,15,m,1,1
169,3330,21,f,2,3
170,20527,26,f,1,1
171,17208,3,m,2,3
172,20504,10,f,3,4
173,19278,3,f,2,3
174,6125,9,f,2,4
175,8495,11,f,2,4
176,19882,9,f,2,2
177,5765,9,f,2,2
178,6804,10,f,3,2
179,14845,23,f,1,1
180,19725,3,f,2,3
181,6107,9,f,2,2
182,20268,10,f,3,4
183,8889,12,f,3,2
184,6193,10,f,3,4
185,16158,33,f,3,2
186,21449,41,f,6,6
187,18967,24,f,1,1
188,9836,22,f,2,3
189,19966,10,f,2,2
190,3053,32,f,2,5
191,5134,10,m,2,2
192,7428,10,f,2,4
193,21353,51,f,6,6
194,2766,32,f,2,5
195,7831,11,f,3,4
196,16365,11,f,3,2
197,19775,34,f,2,2
198,8492,11,f,2,4
199,6529,10,f,3,4
200,9200,13,m,3,2
201,1736,11,f,2,2
202,4387,3,m,2,3
203,19815,15,f,1,1
204,19841,9,f,2,2
205,16608,13,f,3,2
206,7140,32,f,2,5
207,21431,48,f,6,6
208,21354,51,m,6,6
209,21355,51,f,6,6
210,21450,41,f,6,6
211,21451,41,f,6,6
212,21432,48,f,6,6
213,21433,48,f,6,6
214,15966,9,m,2,2
215,15509,9,f,2,2
216,20937,12,m,2,2
217,14858,23,m,1,1
218,3760,1,f,1,1
219,4395,9,f,2,2
220,19045,23,m,1,1
221,3822,1,m,1,1
222,5380,9,f,3,2
223,9343,13,f,3,2
224,4528,3,m,2,3
225,16084,33,f,3,2
226,1264,7,m,2,3
227,7632,11,f,3,4
228,1920,21,f,3,3
229,347,7,f,2,3
230,3908,9,f,2,2
231,1036,21,f,2,3
232,20422,7,m,3,3
233,4336,3,f,2,3
234,9488,13,f,2,2
235,21452,41,f,6,6
236,8133,11,f,3,2
237,17607,1,m,1,1
238,271,7,m,3,3
239,1090,7,f,2,3
240,15096,26,f,1,1
241,16092,33,f,3,2
242,15980,9,f,2,2
243,16147,33,f,3,2
244,8105,11,f,3,2
245,4496,3,m,2,3
246,14835,23,m,1,1
247,367,7,f,2,3
248,20094,35,f,2,2
249,4663,3,f,2,3
250,18105,33,f,3,2
251,1131,7,f,2,3
252,7150,10,f,2,4
253,13947,22,f,2,3
254,20943,22,f,2,3
255,338,7,f,2,3
256,4574,3,m,2,3
257,16326,10,f,2,4
258,12142,10,f,3,4
259,12146,10,f,3,4
260,7503,10,f,2,2
261,7317,10,f,2,4
262,10074,7,f,2,3
263,12005,10,f,3,4
264,9910,7,m,2,3
265,17060,22,f,2,3
266,835,7,f,3,3
267,19417,21,f,2,3
268,6213,10,f,3,4
269,6343,10,f,3,4
270,20014,11,f,2,2
271,8646,11,f,2,2
272,7306,10,f,2,2
273,18106,33,m,3,2
274,2545,21,m,2,3
275,9279,13,f,3,2
276,2776,21,f,2,3
277,16334,11,f,3,4
278,9035,12,f,2,2
279,7929,11,f,3,4
280,5553,9,f,3,2
281,9478,13,f,2,2
282,20919,26,f,1,1
283,8584,11,f,2,4
284,16679,13,f,2,2
285,8323,11,f,2,4
286,14080,7,m,2,3
287,6313,10,f,3,4
288,6863,33,f,3,2
289,5251,9,f,3,2
290,3792,1,f,1,1
291,8574,11,f,2,4
292,4406,3,m,2,3
293,14561,23,f,1,1
294,20033,11,f,2,2
295,4895,13,m,2,2
296,8591,11,f,2,4
297,18707,3,f,2,3
298,6074,9,f,2,2
299,14619,23,m,1,1
300,19601,26,f,1,1
301,336,7,f,2,3
302,326,7,f,2,3
303,6789,10,f,3,2
304,16337,11,f,3,4
305,8894,12,m,3,2
306,8636,11,f,2,2
307,8447,11,f,2,4
308,3880,1,f,1,1
309,21356,51,f,6,6
310,16551,12,m,2,2
311,7537,10,f,2,2
312,7500,10,f,2,2
313,7631,11,f,3,4
314,21357,51,f,6,6
315,21358,51,f,6,6
316,6032,9,f,2,2
317,21359,51,f,6,6
318,21434,48,f,6,6
319,21453,41,f,6,6
320,20922,26,f,1,1
321,21435,48,f,6,6
322,8386,11,f,2,4
323,6214,19,f,3,2
324,3672,1,m,1,1
325,4391,3,f,2,3
326,4581,3,m,2,3
327,17855,9,f,3,4
328,20308,11,f,3,4
329,14480,23,m,1,1
330,20914,26,f,1,1
331,1189,7,f,2,3
332,10876,21,f,2,3
333,2871,21,f,2,3
334,10156,7,f,2,3
335,6226,10,f,3,4
336,1812,7,f,2,3
337,2273,21,f,2,3
338,4561,3,f,2,3
339,18129,33,f,3,2
340,7283,10,f,2,2
341,4571,3,m,2,3
342,6358,10,f,3,4
343,2772,21,f,2,3
344,7057,16,m,3,2
345,7001,10,f,3,2
346,9224,13,f,3,4
347,6518,10,f,3,4
348,9518,13,f,2,4
349,18681,3,m,2,3
350,18087,10,f,3,4
351,6917,33,f,3,2
352,4477,3,f,2,3
353,330,7,f,3,3
354,19285,14,f,2,2
355,12834,10,f,2,2
356,21436,48,f,6,6
357,2056,21,f,3,3
358,3636,1,f,1,1
359,9067,13,m,2,4
360,15916,9,f,2,2
361,3594,21,m,2,3
362,804,7,f,2,3
363,436,7,f,2,3
364,12010,10,f,3,4
365,7067,16,m,3,2
366,3533,11,f,2,2
367,20420,13,f,2,2
368,8498,11,f,2,4
369,21360,51,f,6,6
370,4390,3,m,2,3
371,4288,9,f,2,2
372,8164,11,f,3,2
373,10452,21,m,2,3
374,4532,3,m,2,3
375,4461,3,f,2,3
376,21199,13,f,3,2
377,6476,10,f,3,4
378,19772,34,m,2,2
379,21454,41,f,6,6
380,14433,23,f,1,1
381,8314,11,f,2,4
382,7003,19,f,3,2
383,16909,26,f,1,1
384,16372,11,f,3,2
385,2030,21,f,3,3
386,8344,11,f,2,4
387,7271,10,f,2,2
388,1261,7,f,2,3
389,7038,16,m,3,2
390,16435,11,f,2,4
391,7999,11,f,3,4
392,12087,10,f,3,4
393,14516,23,m,1,1
394,8426,11,f,2,4
395,7891,11,f,3,4
396,8315,11,f,2,4
397,11503,13,f,2,4
398,15923,9,f,2,2
399,8038,11,f,3,4
400,14439,23,f,1,1
401,585,7,f,2,3
402,18617,12,m,2,2
403,9905,7,f,2,3
404,3394,21,m,2,3
405,8011,11,f,3,4
406,762,7,f,2,3
407,8709,11,f,2,2
408,16407,11,f,3,2
409,9462,13,f,2,2
410,8135,11,f,3,2
411,8157,11,f,3,2
412,18285,11,f,2,4
413,20120,13,m,2,2
414,14923,23,m,1,1
415,3680,1,f,1,1
416,3824,1,m,1,1
417,3836,1,m,1,1
418,14443,23,f,1,1
419,4368,3,m,2,3
420,21455,41,f,6,6
421,21361,51,m,6,6
422,21362,51,m,6,6
423,21437,48,f,6,6
424,21438,48,f,6,6
425,21439,48,f,6,6
426,6799,10,f,3,2
427,7317,10,f,2,2
428,19473,21,f,2,3
429,3867,1,m,1,1
430,2840,21,m,2,3
431,12988,10,f,2,4
432,15124,26,m,1,1
433,16417,11,f,3,2
434,1121,7,m,2,3
435,9263,9,f,2,2
436,14121,14,f,3,4
437,7430,10,f,2,2
438,20871,10,f,2,2
439,7128,10,f,2,2
440,19981,10,f,2,2
441,7481,10,f,2,2
442,8205,11,f,3,2
443,2616,21,m,2,3
444,21428,42,f,6,6
445,7833,11,m,3,4
446,9402,13,f,2,2
447,3685,1,m,1,1
448,12988,10,f,2,2
449,14911,23,f,1,1
450,3564,21,f,2,3
451,21440,48,f,6,6
452,5889,9,f,2,2
453,8117,11,f,3,2
454,18950,9,f,2,2
455,3456,21,f,2,3
456,16483,11,f,2,2
457,14692,23,m,1,1
458,9900,7,f,2,3
459,5561,9,f,3,2
460,8422,11,f,2,4
461,1087,7,f,2,3
462,6050,9,f,2,2
463,3894,1,m,1,1
464,16429,11,f,3,2
465,4999,8,f,3,4
466,3786,1,m,1,1
467,17608,1,m,1,1
468,8604,11,f,2,4
469,7303,10,f,2,2
470,20964,25,m,1,1
471,9554,13,m,2,2
472,19035,14,f,3,4
473,9509,13,f,2,4
474,9014,13,f,2,4
475,6498,10,f,3,4
476,16712,3,f,3,3
477,9496,13,f,2,2
478,8166,11,f,3,2
479,1966,21,f,3,3
480,14771,23,m,1,1
481,10160,13,f,2,2
482,21201,13,m,3,2
483,8587,11,f,2,4
484,12499,16,f,3,2
485,9451,13,f,2,2
486,8956,10,f,2,2
487,8461,11,f,2,4
488,8474,11,f,2,2
489,12995,10,m,2,2
490,6829,10,f,3,2
491,7357,10,f,2,2
492,16097,10,f,3,4
493,4232,3,f,2,3
494,8193,11,f,3,2
495,10453,21,f,2,3
496,20830,13,m,3,2
497,18111,33,f,3,2
498,6329,10,f,3,4
499,18430,13,f,2,4
500,8122,11,f,3,2
501,16312,10,f,2,2
502,10090,7,f,2,3
503,3221,21,f,2,3
504,19955,10,m,2,2
505,2078,21,f,3,3
506,21363,51,f,6,6
507,9491,13,f,2,2
508,656,3,f,2,3
509,6400,10,f,3,4
510,16567,13,f,3,4
511,15972,9,f,2,2
512,11296,3,f,2,3
513,4789,4,m,3,2
514,19803,10,f,2,2
515,9247,9,f,2,2
516,18232,10,f,2,2
517,10031,7,m,2,3
518,7953,11,f,3,4
519,3267,21,m,2,3
520,12175,10,f,3,4
521,21456,41,f,6,6
522,6827,10,f,3,2
523,8590,11,f,2,4
524,7305,10,f,2,4
525,8035,11,f,3,2
526,21364,51,f,6,6
527,21365,51,f,6,6
528,21366,51,f,6,6
529,21457,41,f,6,6
530,21441,48,f,6,6
531,8170,11,f,3,2
532,21442,48,f,6,6
533,21443,48,m,6,6
534,21444,48,f,6,6
535,9597,13,f,3,2
536,3647,1,m,1,1
537,16767,23,m,1,1
538,10607,21,f,2,3
539,8360,11,f,2,4
540,6730,10,f,3,2
541,364,7,f,2,3
542,892,7,m,2,3
543,14741,23,m,1,1
544,4377,3,m,2,3
545,20545,7,f,2,3
546,7294,10,f,2,2
547,16084,10,f,3,4
548,8395,11,f,2,2
549,19063,1,f,1,1
550,16083,33,f,3,2
551,20774,10,f,2,2
552,3849,1,f,1,1
553,9707,10,f,3,2
554,11202,3,m,2,3
555,16761,23,f,1,1
556,16141,10,f,3,4
557,2602,21,m,2,3
558,14922,23,f,1,1
559,20500,10,m,3,4
560,7356,10,f,2,2
561,8578,11,f,2,4
562,14895,23,m,1,1
563,8460,11,f,2,4
564,3722,1,f,1,1
565,8410,11,f,2,4
566,6838,10,f,3,2
567,7007,10,f,3,2
568,7109,10,f,3,4
569,5891,9,f,2,2
570,12247,18,f,3,2
571,362,7,f,2,3
572,713,7,f,2,3
573,8180,11,f,3,2
574,3754,1,m,1,1
575,5641,9,f,3,2
576,7894,11,f,2,2
577,3686,1,f,1,1
578,16106,33,f,3,2
579,21458,41,f,6,6
580,6701,10,f,3,4
581,11009,21,f,2,3
582,8680,11,f,3,4
583,5955,9,f,2,2
584,7342,10,f,2,2
585,19793,4,f,2,2
586,15557,3,f,2,3
587,14000,3,f,2,3
588,10388,21,f,2,3
589,6816,10,f,3,4
590,7909,11,f,3,2
591,307,7,f,2,3
592,10624,21,f,2,3
593,12,24,f,1,1
594,6466,18,f,3,2
595,6865,10,f,3,2
596,12045,10,f,3,4
597,14772,23,m,1,1
598,15613,3,f,2,3
599,14844,23,f,1,1
600,20621,26,m,1,1
601,7969,11,f,3,4
602,6897,10,f,3,2
603,8752,13,f,2,4
604,16155,10,f,3,4
605,11338,3,f,2,3
606,14863,23,m,1,1
607,13582,13,f,2,4
608,7627,11,f,3,4
609,10032,7,f,2,3
610,7100,10,f,3,4
611,822,7,f,2,3
612,6831,10,f,3,2
613,6041,9,m,2,2
614,1329,25,f,1,1
615,6009,9,m,2,2
616,10045,7,f,2,3
617,3403,21,f,2,3
618,6285,10,f,3,4
619,13257,13,f,3,2
620,13494,13,n,3,2
621,6776,10,f,3,2
622,9919,7,f,2,3
623,6387,10,f,3,4
624,21367,51,m,6,6
625,6794,10,f,3,2
626,21445,48,f,6,6
627,21446,48,f,6,6
628,21459,41,f,6,6
629,21368,51,f,6,6
630,21369,51,m,6,6
631,21370,51,f,6,6
632,21371,51,f,6,6
633,20765,10,f,3,4
634,9070,13,m,3,4
635,21460,41,f,6,6
636,21461,41,f,6,6
637,9585,13,f,2,4
638,638,7,f,2,3
639,21462,41,f,6,6
640,21463,41,f,6,6
641,1690,14,f,3,2
642,6836,33,f,3,2
643,7061,16,f,3,2
644,21167,10,m,2,2
645,6787,33,f,3,2
646,1842,21,f,3,3
647,16990,9,m,2,2
648,15451,24,m,1,1
649,18966,24,f,1,1
650,18260,11,f,3,2
651,12080,10,f,3,4
652,12036,10,f,3,4
653,12740,10,f,3,4
654,21057,1,f,1,1
655,18602,3,m,2,3
656,7331,10,f,2,2
657,7332,10,f,2,2
658,3988,13,f,2,4
659,20966,25,m,1,1
660,18593,3,f,2,3
661,8319,11,f,2,4
662,15575,3,f,2,3
663,7946,11,f,3,4
664,15941,9,f,2,2
665,7070,10,f,3,2
666,2970,21,m,2,3
667,12744,10,f,3,4
668,12771,10,f,3,4
669,5558,9,f,3,2
670,9915,7,f,2,3
671,19470,21,m,2,3
672,8005,11,f,3,4
673,15573,3,f,2,3
674,18969,24,m,1,1
675,20868,10,f,2,2
676,14688,23,m,1,1
677,14750,23,m,1,1
678,3580,21,m,2,3
679,18046,9,f,2,2
680,354,7,f,3,3
681,6220,10,f,3,4
682,4192,2,m,2,2
683,13720,7,f,2,3
684,9956,7,m,2,3
685,12720,10,f,3,3
686,12752,10,f,3,2
687,8351,11,f,2,4
688,15610,3,m,2,3
689,3718,1,f,1,1
690,6818,10,f,3,2
691,14682,23,f,1,1
692,4124,2,m,2,2
693,8751,11,f,2,4
694,7962,11,f,3,4
695,16241,16,f,3,2
696,18921,9,m,2,2
697,9331,13,f,3,2
698,20294,10,f,3,4
699,14774,23,f,1,1
700,12599,10,f,3,3
701,9634,13,f,2,4
702,6720,18,f,3,2
703,15871,9,f,3,2
704,4425,3,f,2,3
705,4408,3,m,2,3
706,6918,33,f,3,2
707,9899,7,f,2,3
708,20528,24,f,1,1
709,6792,10,f,3,2
710,7376,10,f,2,2
711,17418,21,m,2,3
712,12384,20,f,3,2
713,9318,13,f,3,2
714,8713,11,f,2,2
715,21372,51,f,6,6
716,6051,9,f,2,2
717,17221,7,f,2,3
718,6273,10,f,3,4
719,18594,3,f,2,3
720,689,7,f,2,3
721,7019,10,f,3,2
722,18965,24,m,1,1
723,8600,11,f,2,4
724,12594,10,f,3,3
725,6251,10,f,3,4
726,2233,21,f,2,3
727,3160,21,f,2,3
728,12865,10,f,2,4
729,14534,23,m,1,1
730,3528,21,m,2,3
731,14730,23,f,1,1
732,15607,3,m,2,3
733,13281,13,f,3,4
734,8240,11,f,2,4
735,20580,21,m,2,3
736,21151,16,f,3,2
737,8391,11,f,2,4
738,9320,13,f,3,2
739,12254,18,f,3,2
740,9437,13,f,2,4
741,9473,13,f,2,4
742,9758,22,f,2,3
743,9940,7,m,2,3
744,11735,9,f,3,2
745,21373,51,m,6,6
746,17137,21,f,2,3
747,3701,1,m,1,1
748,3697,1,f,1,1
749,14690,23,f,1,1
750,2587,21,f,2,3
751,1380,14,f,3,4
752,9424,13,f,2,2
753,18342,11,f,2,2
754,2482,21,f,2,3
755,4130,2,f,2,2
756,12490,16,f,3,2
757,20348,24,f,1,1
758,6805,33,f,3,2
759,6463,10,f,3,4
760,12745,10,f,3,4
761,14596,23,m,1,1
762,1713,14,f,3,4
763,13134,11,f,3,2
764,16309,10,f,2,2
765,2601,21,f,2,3
766,11498,13,f,2,4
767,17250,14,f,3,4
768,13811,7,f,2,3
769,10339,21,f,2,3
770,9311,13,f,3,2
771,6832,33,m,3,2
772,4467,3,f,2,3
773,10112,7,f,2,3
774,8355,11,f,2,4
775,9864,7,f,2,3
776,14652,23,m,1,1
777,3086,21,m,2,3
778,12095,10,f,3,4
779,3788,1,m,1,1
780,234,22,f,2,3
781,8720,11,f,2,4
782,1337,14,f,3,4
783,4909,13,f,2,4
784,14447,23,m,1,1
785,12948,10,f,2,4
786,18687,21,f,2,3
787,14795,23,m,1,1
788,13631,13,f,2,4
789,8454,11,f,2,4
790,7403,10,f,2,4
791,14515,23,m,1,1
792,9872,7,f,2,3
793,18582,3,f,2,3
794,6829,33,f,3,2
795,2489,21,m,2,3
796,10966,21,f,2,3
797,13598,13,f,2,4
798,21374,51,f,6,6
799,8503,11,f,2,4
800,12134,10,f,3,4
801,10288,21,f,2,3
802,10033,7,f,2,3
803,21116,9,f,2,2
804,16471,11,f,2,2
805,13664,13,f,2,2
806,6876,33,f,3,2
807,14539,23,m,1,1
808,11500,13,f,2,4
809,21114,9,f,2,2
810,21375,51,f,6,6
811,5811,9,f,2,2
812,2430,21,f,2,3
813,16759,23,f,1,1
814,14832,23,f,1,1
815,4287,3,f,2,3
816,20282,10,f,3,4
817,8701,11,f,2,2
818,13913,25,m,1,1
819,7883,11,f,3,4
820,7411,10,f,2,2
821,3806,1,f,1,1
822,8622,11,f,2,4
823,20628,26,f,1,1
824,20347,24,f,1,1
825,14466,23,f,1,1
826,14464,23,f,1,1
827,6444,10,f,3,4
828,9633,13,m,3,4
829,14732,23,m,1,1
830,20627,26,f,1,1
831,9353,13,m,3,4
832,16470,11,f,2,2
833,18237,10,f,2,2
834,944,7,f,2,3
835,9472,13,f,2,4
836,7092,10,f,3,4
837,8469,11,f,2,4
838,16443,11,f,2,2
839,8943,13,f,2,4
840,14668,23,f,1,1
841,9631,13,m,2,4
842,21376,51,f,6,6
843,21377,51,m,6,6
844,21378,51,m,6,6
845,21379,51,f,6,6
846,21380,51,m,6,6
847,21381,51,f,6,6
848,21382,51,m,6,6
849,21383,51,m,6,6
850,21384,51,f,6,6
851,21385,51,f,6,6
852,13353,13,f,3,4
853,21386,51,f,6,6
854,1929,21,f,3,3
855,7925,13,f,2,2
856,20749,18,f,3,2
857,7420,10,f,2,2
858,4625,3,f,2,3
859,288,7,f,2,3
860,12260,18,f,3,2
861,20950,7,f,2,3
862,4076,7,f,2,3
863,18103,18,f,3,2
864,25,24,m,1,1
865,280,7,f,2,3
866,11251,3,m,2,3
867,18171,10,f,3,4
868,15061,26,f,1,1
869,7866,11,f,3,4
870,20732,9,f,2,2
871,12097,10,f,3,4
872,11102,1,m,1,1
873,11198,3,m,2,3
874,18999,23,f,1,1
875,3012,21,f,2,3
876,20843,13,m,2,2
877,11391,3,f,2,3
878,21226,21,f,2,3
879,11197,3,f,2,3
880,7334,10,m,2,2
881,8979,13,f,2,4
882,16746,23,m,1,1
883,14932,23,m,1,1
884,9321,13,f,3,2
885,7404,10,f,2,2
886,19583,1,m,1,1
887,13922,22,m,3,3
888,6209,10,f,3,4
889,3409,21,m,2,3
890,4577,7,f,2,3
891,14880,23,f,1,1
892,5946,9,f,2,2
893,6754,18,f,3,2
894,3446,21,f,2,3
895,18343,11,f,2,2
896,2562,21,f,2,3
897,14779,23,f,1,1
898,20139,8,m,3,4
899,561,7,f,2,3
900,5145,13,f,2,2
901,20679,3,f,2,3
902,20935,26,m,1,1
903,6435,10,f,3,4
904,4108,2,m,2,2
905,6453,10,f,3,4
906,20952,7,f,2,3
907,16517,10,m,2,2
908,8496,11,f,2,4
909,6198,10,f,3,4
910,17558,23,f,1,1
911,17528,23,m,1,1
912,19205,7,f,2,3
913,14490,23,f,1,1
914,10120,7,m,2,3
915,8434,11,f,2,4
916,3468,21,m,2,3
917,9454,13,f,2,4
918,21387,51,f,6,6
919,10079,7,f,2,3
920,4706,3,m,2,3
921,3459,21,f,2,3
922,2339,21,f,2,3
923,3831,1,m,1,1
924,4451,3,f,2,3
925,8220,11,f,2,4
926,6457,10,f,3,4
927,11275,3,f,2,3
928,3587,21,f,2,3
929,20540,7,f,2,3
930,15011,26,m,1,1
931,4070,2,f,2,2
932,3463,21,f,2,3
933,3141,21,f,2,3
934,8403,11,f,2,4
935,2124,9,m,2,2
936,16736,23,m,1,1
937,5000,8,m,3,4
938,7410,10,f,2,4
939,16920,21,f,2,3
940,15057,26,m,1,1
941,14709,23,m,1,1
942,5974,9,f,2,2
943,6895,10,f,3,2
944,5961,9,m,2,2
945,2605,21,m,2,3
946,16335,11,f,3,4
947,12098,10,f,3,4
948,6720,10,f,3,2
949,4850,13,f,2,4
950,8394,11,f,2,4
951,20738,10,f,3,4
952,9266,13,f,2,2
953,7337,10,f,2,2
954,8483,11,f,2,4
955,8347,11,f,2,4
956,5725,13,m,2,2
957,1993,21,f,3,3
958,21388,51,m,6,6
959,21389,51,m,6,6
960,3892,1,m,1,1
961,3703,1,f,1,1
962,3825,1,m,1,1
963,5112,11,f,2,2
964,5773,32,f,3,5
965,3003,32,m,3,5
966,723,21,f,2,3
967,19001,23,m,1,1
968,15600,3,f,2,3
969,2704,21,f,2,3
970,3669,1,f,1,1
971,6443,10,f,3,4
972,3259,21,f,2,3
973,18635,13,f,2,2
974,2845,21,f,2,3
975,14755,23,f,1,1
976,7642,11,f,3,4
977,2861,21,m,2,3
978,14500,23,f,1,1
979,6785,33,f,3,2
980,18088,10,f,3,4
981,11204,3,m,2,3
982,12298,18,f,3,2
983,5929,9,f,2,2
984,17209,7,f,2,3
985,2938,21,m,2,3
986,12310,18,f,3,2
987,24,24,m,1,1
988,6059,13,m,2,2
989,13109,11,f,3,2
990,13130,11,f,3,2
991,636,7,f,2,3
992,4315,7,f,3,3
993,3143,32,f,3,5
994,12536,10,f,3,2
995,14827,23,m,1,1
996,6788,10,f,3,2
997,4995,8,f,3,2
998,7559,3,f,2,3
999,3364,21,f,2,3
1000,9640,13,m,2,2
1001,3138,21,m,2,3
1002,6979,10,f,3,4
1003,11219,3,f,2,3
1004,11446,3,m,2,3
1005,10708,32,m,3,5
1006,16152,10,f,3,4
1007,11401,3,f,2,3
1008,11421,3,f,2,3
1009,11448,3,f,2,3
1010,11157,3,f,2,3
1011,20957,7,m,2,3
1012,29,24,f,1,1
1013,11289,3,f,2,3
1014,11297,3,f,2,3
1015,11562,9,f,3,2
1016,7185,10,f,2,4
1017,6920,10,f,3,2
1018,7343,10,f,3,4
1019,20653,26,f,1,1
1020,20278,10,f,3,4
1021,16635,7,m,2,3
1022,18736,32,m,3,5
1023,13088,11,f,3,2
1024,20529,24,f,1,1
1025,13063,11,f,3,2
1026,13100,11,f,3,2
1027,20936,32,f,3,5
1028,13113,11,f,3,2
1029,3013,32,m,2,5
1030,2456,21,m,2,3
1031,3660,1,f,1,1
1032,1930,32,f,2,5
1033,4058,32,f,2,5
1034,681,32,m,2,5
1035,2118,32,m,2,5
1036,13131,11,f,3,2
1037,13123,11,f,3,2
1038,2356,21,f,2,3
1039,14658,23,f,1,1
1040,8108,11,f,3,2
1041,3674,1,m,1,1
1042,6216,10,f,3,4
1043,22904,7,m,2,3
1044,68,13,f,2,2
1045,17799,8,f,3,2
1046,9269,13,f,3,2
1047,10707,32,f,2,5
1048,6784,10,f,3,2
1049,8954,13,m,2,2
1050,14588,23,m,1,1
1051,18898,32,f,3,5
1052,6450,10,f,3,4
1053,14673,23,f,1,1
1054,10581,32,m,3,5
1055,10682,32,f,2,5
1056,10887,32,f,3,5
1057,10039,7,f,2,3
1058,16307,7,f,3,3
1059,3077,21,m,2,3
1060,14223,7,m,2,3
1061,22905,7,f,2,3
1062,5787,32,m,3,5
1063,18080,10,f,3,4
1064,22906,7,f,2,3
1065,22907,7,f,2,3
1066,22908,7,m,2,3
1067,22909,7,f,2,3
1068,22910,7,f,2,3
1069,20761,16,f,3,2
1070,6839,10,f,3,2
